0.01 1.0101 1
0.02 1.02041 1
0.03 1.03093 1
0.04 1.04167 1
0.05 1.05263 1
0.060000000000000005 1.06383 1
0.06999999999999999 1.07527 1
0.08 1.08696 1
0.09 1.0989 1
0.09999999999999999 1.11111 1
0.11 1.1236 1
0.12 1.13637 1
0.13 1.14942 1
0.14 1.16279 1
0.15000000000000002 1.17647 1
0.16 1.19047 1
0.17 1.20482 1
0.18000000000000002 1.21951 1
0.19 1.23457 1
0.2 1.25 1
0.21000000000000002 1.26582 1
0.22 1.28205 1
0.23 1.2987 1
0.24000000000000002 1.31579 1
0.25 1.33333 1
0.26 1.35135 1
0.27 1.36986 1
0.28 1.38889 1
0.29000000000000004 1.40845 1
0.3 1.42857 1
0.31 1.44927 1
0.32 1.47059 1
0.33 1.49254 1
0.34 1.51515 1
0.35000000000000003 1.53846 1
0.36000000000000004 1.5625 1
0.37 1.5873 1
0.38 1.6129 1
0.39 1.63934 1
0.4 1.66667 1
0.41000000000000003 1.69491 1
0.42000000000000004 1.72414 1
0.43 1.75439 1
0.44 1.78571 1
0.45 1.81818 1
0.46 1.85185 1
0.47000000000000003 1.88679 1
0.48000000000000004 1.92308 1
0.49 1.96078 1
0.5 2 1
0.51 2.04082 1
0.52 2.08333 1
0.53 2.12766 1
0.54 2.17391 1
0.55 2.22222 1
0.56 2.27273 1
0.5700000000000001 2.32558 1
0.5800000000000001 2.38095 1
0.59 2.43902 1
0.6 2.5 1
0.61 2.5641 1
0.62 2.63158 1
0.63 2.7027 1
0.64 2.77778 1
0.65 2.85714 1
0.66 2.94118 1
0.67 1.71087 2
0.68 1.71947 2
0.6900000000000001 1.72804 2
0.7000000000000001 1.73657 2
0.7100000000000001 1.74508 2
0.72 1.75357 2
0.73 1.76203 2
0.74 1.77049 2
0.75 1.77894 2
0.76 1.78738 2
0.77 1.79583 2
0.78 1.80428 2
0.79 1.81275 2
0.8 1.82123 2
0.81 1.82974 2
0.8200000000000001 1.83828 2
0.8300000000000001 1.84686 2
0.8400000000000001 1.85548 2
0.85 1.86414 2
0.86 1.87286 2
0.87 1.88164 2
0.88 1.89049 2
0.89 1.89941 2
0.9 1.90841 2
0.91 1.9175 2
0.92 1.92669 2
0.93 1.93598 2
0.9400000000000001 1.94537 2
0.9500000000000001 1.95489 2
0.9600000000000001 1.96453 2
0.97 1.97431 2
0.98 1.98423 2
0.99 1.9943 2
1. 2.00453 2
1.01 2.01493 2
1.02 2.02552 2
1.03 2.03629 2
1.04 2.04726 2
1.05 2.05844 2
1.06 2.06984 2
1.07 2.08147 2
1.08 2.09335 2
1.09 2.10548 2
1.1 2.11789 2
1.11 2.13057 2
1.12 2.14355 2
1.1300000000000001 2.15685 2
1.1400000000000001 2.17047 2
1.1500000000000001 2.18442 2
1.1600000000000001 2.19874 2
1.17 2.21343 2
1.18 2.22852 2
1.19 2.24401 2
1.2 2.25994 2
1.21 2.27631 2
1.22 2.29317 2
1.23 2.31051 2
1.24 2.32838 2
1.25 2.3468 2
1.26 2.36579 2
1.27 2.38538 2
1.28 2.4056 2
1.29 2.42648 2
1.3 2.44807 2
1.31 2.47038 2
1.32 2.49347 2
1.33 2.51737 2
1.34 2.54213 2
1.35 2.56779 2
1.36 2.59441 2
1.37 2.62203 2
1.3800000000000001 2.65071 2
1.3900000000000001 2.68051 2
1.4000000000000001 2.71151 2
1.4100000000000001 2.74376 2
1.42 2.77735 2
1.43 2.81235 2
1.44 2.84886 2
1.45 2.88698 2
1.46 2.9268 2
1.47 2.96844 2
1.48 2.10157 3
1.49 2.10593 3
1.5 2.11032 3
1.51 2.11475 3
1.52 2.11922 3
1.53 2.12373 3
1.54 2.12828 3
1.55 2.13288 3
1.56 2.13752 3
1.57 2.14222 3
1.58 2.14696 3
1.59 2.15177 3
1.6 2.15663 3
1.61 2.16155 3
1.62 2.16654 3
1.6300000000000001 2.17159 3
1.6400000000000001 2.17672 3
1.6500000000000001 2.18191 3
1.6600000000000001 2.18718 3
1.6700000000000002 2.19253 3
1.68 2.19796 3
1.69 2.20348 3
1.7 2.20909 3
1.71 2.21479 3
1.72 2.22058 3
1.73 2.22647 3
1.74 2.23247 3
1.75 2.23857 3
1.76 2.24479 3
1.77 2.25112 3
1.78 2.25757 3
1.79 2.26415 3
1.8 2.27086 3
1.81 2.2777 3
1.82 2.28468 3
1.83 2.2918 3
1.84 2.29907 3
1.85 2.3065 3
1.86 2.31409 3
1.87 2.32185 3
1.8800000000000001 2.32978 3
1.8900000000000001 2.33788 3
1.9000000000000001 2.34618 3
1.9100000000000001 2.35467 3
1.9200000000000002 2.36336 3
1.93 2.37225 3
1.94 2.38137 3
1.95 2.3907 3
1.96 2.40027 3
1.97 2.41008 3
1.98 2.42014 3
1.99 2.43046 3
2. 2.44106 3
2.01 2.45193 3
2.02 2.46309 3
2.03 2.47456 3
2.04 2.48635 3
2.05 2.49846 3
2.0599999999999996 2.51092 3
2.07 2.52373 3
2.0799999999999996 2.53691 3
2.09 2.55048 3
2.0999999999999996 2.56445 3
2.11 2.57885 3
2.1199999999999997 2.59368 3
2.13 2.60897 3
2.1399999999999997 2.62473 3
2.15 2.641 3
2.1599999999999997 2.65779 3
2.17 2.67512 3
2.1799999999999997 2.69302 3
2.19 2.71153 3
2.1999999999999997 2.73066 3
2.21 2.75045 3
2.2199999999999998 2.77092 3
2.23 2.79212 3
2.2399999999999998 2.81409 3
2.25 2.83685 3
2.26 2.86045 3
2.27 2.88494 3
2.28 2.91036 3
2.29 2.93677 3
2.3 2.96422 3
2.31 2.99277 3
2.32 2.28539 4
2.3299999999999996 2.28858 4
2.34 2.29182 4
2.3499999999999996 2.29509 4
2.36 2.29842 4
2.3699999999999997 2.30178 4
2.38 2.3052 4
2.3899999999999997 2.30866 4
2.4 2.31218 4
2.4099999999999997 2.31575 4
2.42 2.31937 4
2.4299999999999997 2.32305 4
2.44 2.32678 4
2.4499999999999997 2.33058 4
2.46 2.33444 4
2.4699999999999998 2.33836 4
2.48 2.34234 4
2.4899999999999998 2.34639 4
2.5 2.35052 4
2.51 2.35471 4
2.52 2.35898 4
2.53 2.36332 4
2.54 2.36774 4
2.55 2.37225 4
2.56 2.37684 4
2.57 2.38151 4
2.5799999999999996 2.38627 4
2.59 2.39113 4
2.5999999999999996 2.39607 4
2.61 2.40112 4
2.6199999999999997 2.40627 4
2.63 2.41152 4
2.6399999999999997 2.41687 4
2.65 2.42234 4
2.6599999999999997 2.42792 4
2.67 2.43362 4
2.6799999999999997 2.43944 4
2.69 2.44538 4
2.6999999999999997 2.45145 4
2.71 2.45766 4
2.7199999999999998 2.464 4
2.73 2.47049 4
2.7399999999999998 2.47712 4
2.75 2.4839 4
2.76 2.49084 4
2.77 2.49794 4
2.78 2.50521 4
2.79 2.51265 4
2.8 2.52027 4
2.81 2.52808 4
2.82 2.53607 4
2.8299999999999996 2.54426 4
2.84 2.55266 4
2.8499999999999996 2.56126 4
2.86 2.57009 4
2.8699999999999997 2.57914 4
2.88 2.58843 4
2.8899999999999997 2.59796 4
2.9 2.60775 4
2.9099999999999997 2.61779 4
2.92 2.62811 4
2.9299999999999997 2.63871 4
2.94 2.6496 4
2.9499999999999997 2.6608 4
2.96 2.67231 4
2.9699999999999998 2.68415 4
2.98 2.69633 4
2.9899999999999998 2.70887 4
3. 2.72177 4
3.01 2.73506 4
3.02 2.74875 4
3.03 2.76286 4
3.04 2.77741 4
3.05 2.79241 4
3.06 2.80788 4
3.07 2.82385 4
3.08 2.84034 4
3.09 2.85737 4
3.0999999999999996 2.87496 4
3.11 2.89315 4
3.1199999999999997 2.91196 4
3.13 2.93142 4
3.1399999999999997 2.95157 4
3.15 2.97243 4
3.1599999999999997 2.99405 4
