0 12
6850 13
6970 14
7330 15
7560 14
7680 13
7800 12
8170 13
8290 14
8400 13
8760 12
14290 13
14410 14
15000 13
15120 12
22450 13
22570 14
23040 13
23160 12
23410 13
24000 12
24720 11
27120 10
29160 9
30600 8
33600 7
39360 6
42970 7
43090 8
43210 9
43330 10
43450 11
43680 10
43800 9
43920 8
44040 7
51010 8
51490 9
52200 8
52320 7
56530 8
59890 9
62650 10
62770 11
62890 12
63370 13
63490 14
63610 15
63730 16
63850 17
63970 18
64090 19
64200 18
64320 17
64440 16
64560 15
64680 14
64800 13
64920 12
65040 11
65170 12
65290 13
65410 14
65530 15
65650 16
65770 17
65880 16
66000 15
66120 14
66240 13
66360 12
67800 11
69610 12
69730 13
69850 14
70200 13
70680 12
73690 13
73810 14
73930 15
74050 16
74160 15
74290 16
74400 15
74520 14
74640 13
74760 12
84730 13
86400 13
