0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.273603078266665085e-02 8.760768850666655547e-03 1.756421621511997794e-02 8.208267104859988741e-03 1.806684050054664648e-02 2.266933431333330307e-02 1.746986468733331341e-02 1.185265714503998605e-02 9.357854433946655170e-03 1.301421263266664893e-02 7.067123971453324709e-03 5.901329336593325557e-03 4.807222416759993587e-03
2.483526002619998452e-02 1.292213405473332383e-02 3.795822278975397035e-02 2.491795326982298303e-02 2.976922614597030808e-02 4.360698325033329770e-02 3.770933997583331143e-02 2.646673158604864740e-02 2.210572424065098546e-02 2.576407468609998724e-02 1.604097197944565761e-02 1.093372278418232660e-02 8.815546727967995405e-03
7.182819498868892039e-02 3.312535944762223794e-02 5.956082104719487985e-02 5.304118634536968135e-02 5.097997668334543903e-02 6.393723601451110905e-02 5.578948853565554589e-02 4.670510485369311349e-02 3.562386568680477733e-02 3.901941841934444127e-02 2.262451969261811136e-02 1.663452864127299910e-02 1.328182657005955516e-02
1.050642256975556077e-01 4.836679953727780756e-02 7.823462290705299194e-02 7.548155055117636292e-02 6.812446659553766937e-02 8.584762297908889173e-02 7.543373317075556528e-02 6.557068290949313871e-02 4.867875355995589931e-02 4.809953030340000796e-02 3.035450825148411358e-02 2.136370805913533066e-02 1.707238990864033343e-02
1.268173405839200518e-01 5.958933080484224432e-02 9.823438642623166794e-02 9.350688314168568993e-02 9.267070431741944447e-02 1.009050811028311123e-01 9.290016734715556002e-02 8.258452157254647652e-02 6.240017702870167410e-02 5.886633820005776618e-02 3.621055817766367230e-02 2.521295012755044376e-02 2.055751829864824187e-02
1.268173405839200518e-01 8.868427160017779143e-02 1.079563229226825627e-01 1.129783514662499044e-01 1.103982315087970040e-01 1.171124765143200103e-01 1.116499757890733469e-01 9.891608479922180119e-02 7.559362228066279776e-02 6.820834220998665820e-02 4.225240838230167467e-02 2.899378306445377779e-02 2.414677657411599954e-02
1.680977518392711700e-01 1.206294012976177887e-01 1.427466783877909817e-01 1.291313172058739245e-01 1.383467468808121381e-01 1.319098346516711096e-01 1.296038800521578105e-01 1.124029720769284674e-01 8.432092746565213182e-02 7.644702688300888949e-02 4.724187286108123135e-02 3.381332785540400176e-02 2.787396182437999748e-02
