3363831808	3359637504	3296722944	3372220416	3370123264	3496153936	3365928960	3309305856	3356379088	3298820096
3068133376	3122659328	3047161856	3030384640	3078619136	3168260480	3133145088	3053453312	2977408464	3063939072
3535798272	3504340992	3539992576	3502243840	3590324224	3214386784	3542089728	3527409664	3319244384	3472883712
3332374528	3370123264	3407872000	3426746368	3395289088	3197609568	3433037824	3323985920	3413616224	3449815040
3525312512	3386900480	3483369472	3531603968	3502243840	3291981408	3529506816	3529506816	3417810528	3418357760
3474980864	3510632448	3523215360	3537895424	3512729600	3159860832	3433037824	3529506816	3424091808	3403677696
3493855232	3416260608	3487563776	3443523584	3489660928	3185026656	3516923904	3466592256	3518473824	3519021056
3510632448	3512729600	3477078016	3477078016	3441426432	3275204192	3472883712	3508535296	3453462112	3477078016
3539992576	3397386240	3510632448	3493855232	3328180224	3206005808	3506438144	3550478336	3413616224	3512729600
3416260608	3456106496	3493855232	3500146688	3640655872	3407328304	3368026112	3481272320	3275231744	3537895424
3454009344	3454009344	3319791616	3519021056	3355443200	3164055136	3607101440	3282042880	3398947328	3418357760
3368026112	3424649216	3355443200	3508535296	3393191936	3476530784	3382706176	3458203648	3201803872	3386900480
3357540352	3271557120	3317694464	3349151744	3334471680	3382237120	3445620736	3342860288	3331838464	3305111552
3395289088	3340763136	3309305856	3361734656	3101687808	3287809440	3393191936	2688548864	3226980864	3282042880
3103784960	3403677696	3435134976	3378511872	2996830208	3185026656	3363831808	3449815040	2874659328	3405774848
2942304256	2768240640	3070230528	2881486848	3607101440	3191351616	2789212160	3544186880	3239574944	2852126720
3468689408	3500146688	3034578944	3529506816	3458203648	3298351040	3447717888	3458203648	3317158400	2665480192
3485466624	3508535296	3546284032	3560964096	3508535296	2885189760	3498049536	3481272320	3363284576	3210739712
3464495104	3508535296	3443523584	3454009344	3437232128	3359101440	3441426432	3479175168	3252135520	3502243840
3552575488	3500146688	3403677696	3487563776	3567255552	3453450944	3500146688	3493855232	3361187424	3514826752
3504340992	3468689408	3470786560	3409969152	3550478336	3453495616	3550478336	3443523584	3346510496	3407872000
3565158400	3584032768	3552575488	3567255552	3439329280	3384267264	3521118208	3544186880	3398957968	3586129920
3506438144	3535798272	3489660928	3489660928	3495952384	3365381728	3493855232	3479175168	3392651104	3477078016
3535798272	3485466624	3523215360	3464495104	3472883712	3459753568	3546284032	3525312512	3329744176	3439329280
3428843520	3542089728	3409969152	3514826752	3569352704	3459753552	3542089728	3531603968	3382192944	3485466624
3491758080	3451912192	3523215360	3504340992	3449815040	3363284576	3462397952	3527409664	3371688480	3533701120
3529506816	3485466624	3466592256	3481272320	3416260608	3470261664	3512729600	3485466624	3363331888	3558866944
3483369472	3454009344	3384803328	3491758080	3489660928	3440879200	3514826752	3504340992	3377943184	3485466624
3483369472	3449815040	3521118208	3550478336	3397386240	3413621472	3523215360	3514826752	3461901936	3485466624
3508535296	3573547008	3420454912	3567255552	3546284032	3377970560	3464495104	3472883712	3451362816	3416260608
3447717888	3548381184	3596615680	3508535296	3477078016	3461850720	3504340992	3554672640	3367485280	3506438144
3537895424	3525312512	3525312512	3542089728	3542089728	3382158944	3569352704	3529506816	3478627936	3544186880
3535798272	3401580544	3579838464	3508535296	3479175168	3430393440	3504340992	3500146688	3392644704	3472883712
3447717888	3558866944	3498049536	3474980864	3502243840	3367478880	3537895424	3533701120	3283592800	3477078016
3433037824	3477078016	3537895424	3514826752	3500146688	3459753568	3510632448	3441426432	3333924448	3498049536
3531603968	3521118208	3581935616	3500146688	3395289088	3384256096	3479175168	3474980864	3310866944	3445620736
3458203648	3399483392	3464495104	3466592256	3500146688	3426199136	3550478336	3500146688	3463947872	3470786560
	3546284032			3493855232	3396850176	3422552064		3434587744	
					3312952928			3426199136	
