3389418960	3319791616	3370123264	3399483392	3424750816	3388997632	3282042880	3279945728	3307208704	3305111552
3011030048	3145728000	3066036224	3072327680	3082266128	3093299200	3107979264	3097493504	3080716288	3061841920
3415752160	3407872000	3472883712	3596615680	3323438688	3462397952	3491758080	3525312512	3554672640	3615490048
3390556160	3424649216	3334471680	3342860288	3377964640	3414163456	3437232128	3359637504	3397386240	3342860288
3409421920	3447717888	3414163456	3405774848	3543639648	3535798272	3397386240	3414163456	3508535296	3433037824
3470239328	3466592256	3428843520	3542089728	3430393440	3426746368	3516923904	3483369472	3424649216	3439329280
3501696608	3495952384	3508535296	3533701120	3436684896	3412066304	3407872000	3458203648	3479175168	3441426432
3495405152	3481272320	3502243840	3542089728	3405227616	3554672640	3433037824	3449815040	3445620736	3198156800
3487016544	3433037824	3489660928	3435134976	3482822240	3416260608	3447717888	3433037824	3464495104	3663724544
3539456512	3365928960	3481272320	3483369472	3354951808	3426746368	3464495104	3443523584	3487563776	3428843520
3480725088	3500146688	3412066304	3466592256	3321352704	3244294144	3420454912	3426746368	3388997632	3342860288
3180877024	3483369472	3313500160	3357540352	3277301344	3292528640	3537895424	3407872000	3242196992	3397386240
3222775392	3428843520	3336568832	3422552064	3369576032	3449815040	3414163456	3328180224	3191865344	3382706176
3310855776	3519021056	3391094784	3328180224	3344433328	1201668096	3374317568	3428843520	3110076416	1556086784
3291981408	3298820096	3393191936	3397386240	393717344	2162163712	3409969152	3388997632	1321205760	2738880512
3264751936	2839543808	2233466880	3330277376	1519899136	3382706176	3491758080	2342518784	2780823552	3313500160
3262643616	1784676352	2157969408	1495269376	3006768736	3495952384	583008256	2235564032	3617587200	3521118208
1492636160	2858418176	3059744768	2652897280	3493319168	3468689408	2757754880	2877292544	3533701120	3495952384
2935465568	3634364416	3726639104	3095396352	3304575488	3472883712	3382706176	3636461568	3422552064	3443523584
3583496704	3525312512	3477078016	3649044480	3338118752	3542089728	3502243840	3508535296	3487563776	3493855232
3417810528	3378511872	3433037824	3487563776	3438782048	3477078016	3407872000	3334471680	3504340992	3489660928
3455559264	3470786560	3588227072	3556769792	3371706688	3483369472	3529506816	3454009344	3525312512	3548381184
3411519072	3521118208	3449815040	3483369472	3296242720	3428843520	3403677696	3483369472	3489660928	3460300800
3487023696	3460300800	3493855232	3500146688	3457701088	3525312512	3430940672	3523215360	3468689408	3533701120
3476534800	3458203648	3519021056	3426746368	3419941184	3579838464	3554672640	3523215360	3409969152	3514826752
3411519072	3483369472	3521118208	3510632448	3451364960	3441426432	3516923904	3447717888	3422552064	3481272320
3447170656	3514826752	3395289088	3399483392	3432490592	3485466624	3462397952	3483369472	3483369472	3472883712
3384256096	3489660928	3506438144	3537895424	3489113696	3462397952	3451912192	3439329280	3495952384	3449815040
3453473280	3493855232	3523215360	3502243840	3342313056	3489660928	3542089728	3439329280	3508535296	3573547008
3480725088	3445620736	3462397952	3479175168	3382158944	3500146688	3508535296	3474980864	3512729600	3412066304
3478639104	3548381184	3449815040	3502243840	3424101984	3525312512	3498049536	3579838464	3609198592	3449815040
3356993120	3365928960	3466592256	3472883712	3493308000	3569352704	3500146688	3533701120	3422552064	3451912192
3495405152	3422552064	3479175168	3537895424	3440890368	3433037824	3460300800	3506438144	3495952384	3514826752
3537348192	3544186880	3481272320	3575644160	3407315696	3451912192	3456106496	3489660928	3560964096	3424649216
3554125408	3525312512	3399483392	3456106496	3405233104	3418357760	3558866944	3445620736	3546284032	3506438144
3434587744	3472883712	3506438144	3405774848	3438774448	3510632448	3416260608	3487563776	3567255552	3548381184
3562514016	3454009344	3527409664	3546284032	3415724544	3506438144	3447717888	3579838464	3510632448	3479175168
3539445344	3458203648		3521118208	3394735136	3424649216		3372220416	3487563776	
3491210848				3432496160					
