2455764992	2401239040	2489319424	2565109600	2558525440	2564816896	2520776704	2545942528	2575302656	2514485248
2669674496	2675965952	2722103296	2738630784	2613051392	2816475136	2743074816	2871001088	2648702976	2751463424
3414163456	3336568832	3372220416	3006742912	3456106496	3267362816	3416260608	3384803328	3204448256	3309305856
2795503616	3196059648	3045064704	2822313840	3254779904	3040870400	2931818496	3026190336	3133145088	3107979264
2950692864	2831155200	2950692864	2792870144	2810183680	2864709632	2690646016	3021996032	2910846976	2799697920
2900361216	2757754880	2606759936	2805580080	2717908992	2826960896	2692743168	2954887168	2975858688	2680160256
2891972608	2709520384	2843738112	2717733040	2818572288	2772434944	2740977664	2940207104	2791309312	2900361216
2936012800	2799697920	2894069760	2778541312	2864709632	3070230528	2881486848	2757754880	2774532096	2810183680
2810183680	2998927360	2797600768	2925286048	2843738112	2912944128	2898264064	2896166912	2986344448	2883584000
3061841920	2801795072	2902458368	2990231744	2998927360	3001024512	2768240640	2948595712	3158310912	2998927360
2877292544	2873098240	3032481792	2818314768	3118465024	2961178624	3049259008	3019898880	2705326080	2835349504
2785017856	3061841920	2915041280	2833151744	2831155200	2787115008	2938109952	2860515328	2625634304	3045064704
1551892480	2801795072	2910846976	2870810608	1379926016	2317352960	2824863744	2808086528	1644167168	1690304512
2720006144	1388314624	1218445312	2971585616	2929721344	1828716544	1560281088	1946157056	2485125120	2753560576
2906652672	3078619136	2766143488	2961041008	3036676096	2871001088	2906652672	2501902336	2164260864	2988441600
2881486848	2975858688	2931818496	1689764576	3124756480	2871001088	2782920704	3139436544	2212495360	2810183680
2854223872	2986344448	2745171968	2847630752	2805989376	2866806784	2929721344	3013607424	2308964352	2854223872
2726297600	2908749824	2965372928	2975298192	2789212160	2868903936	2726297600	2829058048	2243952640	2864709632
3059744768	3087007744	2994733056	2803423456	2726297600	2931818496	3185573888	2835349504	2176843776	2915041280
2894069760	2837446656	2791309312	2856041456	3053453312	3024093184	2875195392	2854223872	2749366272	2963275776
2814377984	2906652672	3042967552	2810075104	2843738112	2967470080	2829058048	2881486848	2864709632	2862612480
2940207104	3005218816	2971664384	2950555040	2810183680	2980052992	2826960896	2931818496	2782920704	2858418176
2944401408	2988441600	2952790016	2875140416	3135242240	2969567232	2921332736	2986344448	2936012800	3032481792
2919235584	2879389696	2843738112	2887511248	2915041280	2885681152	2952790016	2845835264	2927624192	2954887168
2845835264	3026190336	2946498560	2912607664	3049259008	2938109952	2950692864	2875195392	3051356160	3038773248
2864709632	2931818496	3120562176	2893970448	2980052992	3032481792	2889875456	2881486848	2927624192	2906652672
3087007744	3061841920	3032481792	2845626464	2883584000	2858418176	3101687808	2843738112	2948595712	3003121664
2866806784	2956984320	2669674496	2969387184	2839543808	2915041280	2787115008	3055550464	2856321024	3036676096
2912944128	3009413120	2843738112	2912818640	3168796672	3045064704	2843738112	2933915648	2927624192	2921332736
2938109952	2871001088	2858418176	2873046192	2816475136	2877292544	2948595712	2871001088	2927624192	2854223872
2740977664	3114270720	2971664384	2870721088	2885681152	2944401408	2952790016	2910846976	3036676096	2927624192
2988441600	2862612480	3005218816		2944401408	2812280832	2954887168	2961178624	2829058048	3047161856
2975858688	2938109952	2921332736		2984247296	2900361216	2879389696	2994733056	2973761536	2959081472
2866806784	2843738112	2871001088		2845835264	3017801728	2826960896	2992635904	2900361216	3036676096
3040870400	2961178624	2871001088		2873098240	2965372928	3063939072	2929721344	2990538752	2822766592
2923429888	3089104896	2875195392		2856321024	2843738112	2785017856	2860515328	3036676096	2927624192
2923429888	2954887168	2956984320		3107979264	3105882112	3032481792	2824863744	2925527040	2845835264
2822766592					2868903936	2929721344	3011510272		
