170.000000 224.000000 1.31 tree_2_racks_20_tasks
215.000000 295.000000 1.37 tree_3_racks_30_tasks
1437.000000 1841.000000 1.28 tree_10_racks_1000_tasks
1316.000000 1695.000000 1.28 tree_5_racks_500_tasks
1074.000000 1450.000000 1.35 tree_3_racks_300_tasks
858.000000 1160.000000 1.35 tree_2_racks_200_tasks
1167.000000 1565.000000 1.34 tree_4_racks_400_tasks
277.000000 435.000000 1.57 tree_2_racks_40_tasks
923.000000 1286.000000 1.39 tree_10_racks_500_tasks
523.000000 833.000000 1.59 tree_2_racks_100_tasks
298.000000 519.000000 1.74 tree_5_racks_50_tasks
238.000000 435.000000 1.82 tree_4_racks_40_tasks
764.000000 1185.000000 1.55 tree_5_racks_250_tasks
633.000000 990.000000 1.56 tree_10_racks_200_tasks
474.000000 780.000000 1.64 tree_10_racks_100_tasks
581.000000 934.000000 1.60 tree_3_racks_150_tasks
652.000000 1050.000000 1.61 tree_4_racks_200_tasks
411.000000 726.000000 1.76 tree_5_racks_100_tasks
309.000000 633.000000 2.04 tree_3_racks_60_tasks
351.000000 717.000000 2.04 tree_4_racks_80_tasks
