1.21661 tree_2_racks_20_tasks
2.92094 tree_3_racks_30_tasks
11.9103 tree_2_racks_40_tasks
132.766 tree_4_racks_40_tasks
78.5373 tree_3_racks_60_tasks
888.912 tree_5_racks_50_tasks
211.659 tree_2_racks_100_tasks
121.683 tree_4_racks_80_tasks
226.372 tree_3_racks_150_tasks
139.406 tree_5_racks_100_tasks
443.488 tree_2_racks_200_tasks
184.443 tree_4_racks_200_tasks
379.617 tree_5_racks_250_tasks
458.366 tree_10_racks_100_tasks
1498.68 tree_3_racks_300_tasks
623.39 tree_10_racks_200_tasks
1926.12 tree_4_racks_400_tasks
2077.35 tree_5_racks_500_tasks
2184.41 tree_10_racks_500_tasks
7802.89 tree_10_racks_1000_tasks
