Go!
Creating traffic matrix
step 0 migrated 5 throughput 378.000000 time 1.391412
step 1 migrated 10 throughput 421.000000 time 4.568214
step 2 migrated 15 throughput 435.000000 time 1.228866
step 3 migrated 15 throughput 435.000000 time 0.372888
total migrated 15 throughput 435.000000 time 7.561380
