0.731403 tree_2_racks_20_tasks
2.35762 tree_3_racks_30_tasks
7.56138 tree_2_racks_40_tasks
28.909 tree_4_racks_40_tasks
145.995 tree_3_racks_60_tasks
1974.3 tree_5_racks_50_tasks
275.29 tree_2_racks_100_tasks
180.825 tree_4_racks_80_tasks
95.7112 tree_3_racks_150_tasks
170.706 tree_5_racks_100_tasks
524.785 tree_2_racks_200_tasks
85.3974 tree_4_racks_200_tasks
262.763 tree_5_racks_250_tasks
332.803 tree_10_racks_100_tasks
1517.43 tree_3_racks_300_tasks
537.678 tree_10_racks_200_tasks
1780.9 tree_4_racks_400_tasks
1580.37 tree_5_racks_500_tasks
1644.01 tree_10_racks_500_tasks
4443.87 tree_10_racks_1000_tasks
