0.623554 tree_2_racks_20_tasks
4.69534 tree_3_racks_30_tasks
15.6478 tree_2_racks_40_tasks
231.833 tree_4_racks_40_tasks
108.747 tree_3_racks_60_tasks
375.404 tree_5_racks_50_tasks
163.008 tree_2_racks_100_tasks
151.817 tree_4_racks_80_tasks
230.113 tree_3_racks_150_tasks
190.925 tree_5_racks_100_tasks
346.436 tree_2_racks_200_tasks
203.177 tree_4_racks_200_tasks
565.629 tree_5_racks_250_tasks
699.571 tree_10_racks_100_tasks
1592.17 tree_3_racks_300_tasks
976.52 tree_10_racks_200_tasks
1979.68 tree_4_racks_400_tasks
2830.46 tree_5_racks_500_tasks
4289.16 tree_10_racks_500_tasks
11417.2 tree_10_racks_1000_tasks
