Go!
Creating traffic matrix
step 0 migrated 2 throughput 315.000000 time 1.402720
step 1 migrated 4 throughput 358.000000 time 0.410363
step 2 migrated 6 throughput 381.000000 time 1.989365
step 3 migrated 8 throughput 402.000000 time 2.359683
step 4 migrated 9 throughput 418.000000 time 3.580933
step 5 migrated 11 throughput 430.000000 time 4.572403
step 6 migrated 13 throughput 435.000000 time 1.006631
step 7 migrated 13 throughput 435.000000 time 0.325729
total migrated 13 throughput 435.000000 time 15.647827
