0.623554 tree_2_racks_20_tasks
4.69534 tree_3_racks_30_tasks
15.6478 tree_2_racks_40_tasks
231.833 tree_4_racks_40_tasks
74.4268 tree_3_racks_60_tasks
59.9353 tree_5_racks_50_tasks
98.3296 tree_2_racks_100_tasks
53.2837 tree_4_racks_80_tasks
172.607 tree_3_racks_150_tasks
101.712 tree_5_racks_100_tasks
270.278 tree_2_racks_200_tasks
138.388 tree_4_racks_200_tasks
394.405 tree_5_racks_250_tasks
396.938 tree_10_racks_100_tasks
677.546 tree_3_racks_300_tasks
640.723 tree_10_racks_200_tasks
1221.58 tree_4_racks_400_tasks
1846.2 tree_5_racks_500_tasks
2624.39 tree_10_racks_500_tasks
7953.44 tree_10_racks_1000_tasks
