170.000000 224.000000 1.31 20-20
215.000000 295.000000 1.37 30-30
1437.000000 1880.000000 1.30 100-1000
1316.000000 1731.000000 1.31 50-500
1074.000000 1479.000000 1.37 30-300
858.000000 1170.000000 1.36 20-200
1167.000000 1606.000000 1.37 40-400
277.000000 434.000000 1.56 20-40
923.000000 1320.000000 1.43 100-500
523.000000 850.000000 1.62 20-100
298.000000 521.000000 1.74 50-50
238.000000 418.000000 1.75 40-40
764.000000 1219.000000 1.59 50-250
633.000000 1019.000000 1.60 100-200
474.000000 797.000000 1.68 100-100
581.000000 959.000000 1.65 30-150
652.000000 1079.000000 1.65 40-200
411.000000 750.000000 1.82 50-100
309.000000 612.000000 1.98 30-60
351.000000 732.000000 2.08 40-80
