170.000000 224.000000 1.31 20-20
215.000000 295.000000 1.37 30-30
1437.000000 2064.000000 1.43 100-1000
1316.000000 1909.000000 1.45 50-500
1074.000000 1605.500000 1.49 30-300
858.000000 1295.000000 1.50 20-200
1167.000000 1753.000000 1.50 40-400
277.000000 434.000000 1.56 20-40
923.000000 1479.000000 1.60 100-500
523.000000 891 1.70 20-100
298.000000 521.000000 1.74 50-50
238.000000 418.000000 1.75 40-40
764.000000 1369.000000 1.79 50-250
633.000000 1165.000000 1.84 100-200
474.000000 893.000000 1.88 100-100
581.000000 1097.000000 1.88 30-150
652.000000 1233.000000 1.89 40-200
411.000000 839.000000 2.04 50-100
309.000000 639.000000 2.06 30-60
351.000000 805.000000 2.29 40-80
