Go!
Creating traffic matrix
step 0 migrated 3 throughput 346.000000 time 0.618766
step 1 migrated 6 throughput 387.000000 time 1.817875
step 2 migrated 9 throughput 410.000000 time 3.645095
step 3 migrated 12 throughput 427.000000 time 2.435077
step 4 migrated 15 throughput 435.000000 time 3.081377
step 5 migrated 15 throughput 435.000000 time 0.312094
total migrated 15 throughput 435.000000 time 11.910284
