0.880195 tree_2_racks_20_tasks
2.0957 tree_3_racks_30_tasks
51.5434 tree_2_racks_40_tasks
82.4723 tree_4_racks_40_tasks
37.3482 tree_3_racks_60_tasks
210.162 tree_5_racks_50_tasks
166.675 tree_2_racks_100_tasks
37.084 tree_4_racks_80_tasks
105.248 tree_3_racks_150_tasks
62.9413 tree_5_racks_100_tasks
243.523 tree_2_racks_200_tasks
87.5488 tree_4_racks_200_tasks
216.972 tree_5_racks_250_tasks
331.205 tree_10_racks_100_tasks
678.963 tree_3_racks_300_tasks
391.418 tree_10_racks_200_tasks
1176.34 tree_4_racks_400_tasks
1271.35 tree_5_racks_500_tasks
1622.83 tree_10_racks_500_tasks
4929.41 tree_10_racks_1000_tasks
