0.731403 tree_2_racks_20_tasks
2.35762 tree_3_racks_30_tasks
7.56138 tree_2_racks_40_tasks
28.909 tree_4_racks_40_tasks
28.6585 tree_3_racks_60_tasks
379.408 tree_5_racks_50_tasks
206.74 tree_2_racks_100_tasks
95.4394 tree_4_racks_80_tasks
79.477 tree_3_racks_150_tasks
54.812 tree_5_racks_100_tasks
191.073 tree_2_racks_200_tasks
73.0311 tree_4_racks_200_tasks
212.751 tree_5_racks_250_tasks
259.982 tree_10_racks_100_tasks
958.443 tree_3_racks_300_tasks
414.616 tree_10_racks_200_tasks
1265.71 tree_4_racks_400_tasks
1134.88 tree_5_racks_500_tasks
1289.65 tree_10_racks_500_tasks
3632.5 tree_10_racks_1000_tasks
